id,original_name,current_name,original_category,current_category,source_id,raw_tags,flags,status,reason,evidence_url
osm-node-3798156478,いちやSC,いちやSC,supermarket,supermarket,node/3798156478,"{""name"": ""いちやSC"", ""shop"": ""supermarket""}",スーパー分類と館・テナントの名称が混在する可能性,pending,いちやショッピングセンターの旧施設情報は見つかりましたが、現在の営業主体・業態を確認できる公式施設案内が得られていません。館全体と食品店の範囲も未確定のため、名称・分類を保留しています。,https://www.city.shunan.lg.jp/uploaded/attachment/21980.pdf
osm-node-3951221858,イオン柳井新庄SC,イオン柳井新庄SC,supermarket,supermarket,node/3951221858,"{""name"": ""イオン柳井新庄SC"", ""shop"": ""supermarket""}",スーパー分類と館・テナントの名称が混在する可能性,pending,テナントの公式案内にイオン柳井新庄SC内という所在地があります。商業施設の存在は確認できますが、原本の点が館全体とマックスバリュのどちらを表すか未確定のため、分類を保留しています。,https://will-sprice.com/shop/
osm-node-4021864894,イオン下松山田SC,イオン下松山田SC,supermarket,supermarket,node/4021864894,"{""name"": ""イオン下松山田SC"", ""shop"": ""supermarket""}",スーパー分類と館・テナントの名称が混在する可能性,pending,フジの公式変更計画でイオン下松山田ショッピングセンターと山田156-1の所在地を確認しました。複数店舗を含む施設のため、原本の点が食品店か館全体かを確定せず、分類を保留しています。,https://www.the-fuji.com/company/docs/20250307_release.pdf
osm-node-4315767097,丸久徳佐店,丸久徳佐店,supermarket,supermarket,node/4315767097,"{""addr:street"": ""徳佐停車場線"", ""name"": ""マルキュウ"", ""name:ja"": ""丸久徳佐店"", ""shop"": ""supermarket""}",nameとname:jaが異なる（翻訳・別名か誤記かは未確定）,retained,原本のnameとname:jaは支店名の有無・表記の差。分類タグは一致し、長い名称もsearch_namesに残っているため今回は変更不要。店舗の公式照合を意味しない。,
osm-node-4355096689,Best,Best,supermarket,supermarket,node/4355096689,"{""name"": ""Best"", ""shop"": ""supermarket""}",スーパー分類と館・テナントの名称が混在する可能性,pending,光市浅江のベスト電器が名称の照合候補ですが、現行の公式店舗案内でこの原本位置・名称との対応を確認できませんでした。「Best」だけで家電店と断定せず、分類を保留しています。,https://www.ekiten.jp/shop_2366931/
osm-node-4466387201,コスモス,コスモス,pharmacy,drugstore,node/4466387201,"{""amenity"": ""pharmacy"", ""name"": ""コスモス"", ""name:en"": ""Cosmos""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,corrected,コスモス光店の公式住所・地図代表点と照合し、ドラッグストアへ修正しました。公式店舗データの調剤取扱いはなしで、医薬品・化粧品・日用品・食品の小売店舗です。入口位置は未確認です。,https://www.cosmospc.co.jp/shop/chugoku/yamaguchi/92357.html
osm-node-5463868168,ディスカウントドラッグ コスモス,ディスカウントドラッグ コスモス,mall,drugstore,node/5463868168,"{""name"": ""ディスカウントドラッグ コスモス"", ""shop"": ""mall""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,corrected,コスモス深川店の公式住所・地図代表点と照合し、商業施設からドラッグストアへ修正しました。公式店舗データの医薬品・化粧品・日用品・食品の取扱いを確認しました。入口位置は未確認です。,https://www.cosmospc.co.jp/shop/chugoku/yamaguchi/93385.html
osm-node-5712889433,クスリ岩崎チェーン,クスリ岩崎チェーン,pharmacy,pharmacy,node/5712889433,"{""amenity"": ""pharmacy"", ""branch"": ""イオン長府店"", ""dispensing"": ""yes"", ""healthcare"": ""pharmacy"", ""name"": ""クスリ岩崎チェーン""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,pending,公式イオン長府店と支店名・地図代表点は対応します。ただし原本には調剤ありの記載があり、公式ページの調剤受付欄は空欄です。店舗と調剤窓口の対象範囲を確定せず、薬局分類を保留しています。,https://www.matsukiyococokara-online.com/map/?kid=20002862
osm-node-6011703186,ウォンツ徳佐店,ウォンツ徳佐店,supermarket,drugstore,node/6011703186,"{""name"": ""ウォンツ徳佐店"", ""name:en"": ""WANTS Tokusa"", ""shop"": ""supermarket""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,corrected,ウォンツ徳佐店の公式住所・地図代表点と医薬品・食品・化粧品・日用品の取扱いを確認し、スーパーからドラッグストアへ修正しました。入口位置は未確認です。,https://shop.tsuruha-g.com/3774
osm-node-7037775362,イシダ動物病院,イシダ動物病院,hospital,reference,node/7037775362,"{""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""イシダ動物病院""}",人の医科・歯科の分類と施設名が不整合の可能性,out_of_scope,動物病院の公式案内を確認したため、人の通院先の「病院」から外しました。参考記録として名称検索と共有リンクを残しています。位置・入口・現在の営業は未確認です。,https://ishida-animal-hospital.com/
osm-node-7925514879,セブンイレブン　美祢十文字店,セブンイレブン　美祢十文字店,supermarket,convenience,node/7925514879,"{""addr:block_number"": ""3162"", ""addr:city"": ""美祢市"", ""addr:postcode"": ""7540122"", ""addr:province"": ""山口県"", ""addr:quarter"": ""美東町真名"", ""name"": ""セブンイレブン　美祢十文字店"", ""shop"": ""supermarket""}",コンビニを示唆する名称だが店舗種別の確認が必要,corrected,セブン-イレブン公式の美祢十文字店の住所（美東町真名3162番2）と店舗案内を原本の町名・番地と照合し、スーパーからコンビニへ修正しました。入口位置は未確認です。,https://ptj.sej.co.jp/arbeit/recruitment/jobfind-pc/job/All/593978/
osm-node-8324024714,徳山病院,徳山病院,clinic,hospital,node/8324024714,"{""addr:city"": ""周南市"", ""addr:neighbourhood"": ""5-14"", ""addr:province"": ""山口県"", ""addr:quarter"": ""南浦山町"", ""amenity"": ""clinic"", ""healthcare"": ""clinic"", ""name"": ""徳山病院"", ""operator"": ""医療法人 周友会""}",診療所分類と病院という名称の不一致,corrected,徳山病院の公式案内で運営法人、南浦山町5番14号の所在地、一般病床78床を確認しました。原本の法人・住所と一致するため、診療所から病院へ修正しました。入口位置は未確認です。,https://tokuyama-hp.jp/about/
osm-way-1069977638,山口銀行 丸久川西店,山口銀行 丸久川西店,supermarket,supermarket,way/1069977638,"{""building"": ""yes"", ""name"": ""山口銀行 丸久川西店"", ""shop"": ""supermarket""}",スーパー分類と館・テナントの名称が混在する可能性,pending,丸久の公式店案内と山口銀行の公式ATM案内が同じ川西2丁目7-16を示します。建物を表す原本名称にATM名が混在しており、スーパー建物かATM設備かの範囲を確定せず保留しています。,https://www.yamaguchibank.co.jp/outline/store/iwakuni.html
osm-way-1120637425,ドラッグストアモリ 宇部沖ノ旦店,ドラッグストアモリ 宇部沖ノ旦店,pharmacy,drugstore,way/1120637425,"{""amenity"": ""pharmacy"", ""building"": ""yes"", ""healthcare"": ""pharmacy"", ""layer"": ""1"", ""name"": ""ドラッグストアモリ 宇部沖ノ旦店""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,corrected,ドラッグストアモリ宇部沖ノ旦店の公式案内で店舗名、沖ノ旦837番2の所在地、医薬品・化粧品・雑貨・食品の取扱いを確認し、ドラッグストアへ修正しました。入口位置・建物範囲は未確認です。,https://www.doramori.co.jp/store/1693.html/
osm-way-1121040363,ウォンツ 宇部厚南店,ウォンツ 宇部厚南店,pharmacy,reference,way/1121040363,"{""amenity"": ""pharmacy"", ""building"": ""yes"", ""healthcare"": ""pharmacy"", ""name"": ""ウォンツ 宇部厚南店""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,out_of_scope,ウォンツ公式が宇部厚南店の移転による閉店を2025年4月11日付で案内しています。旧位置を現店舗として表示しないよう参考記録に変更しました。ID・名称・位置は維持し、移転先へは置き換えていません。,https://www.wants.co.jp/news/close_3666/
osm-way-1228233757,ドラッグストアモリ 防府新田店 2023年12月23日OPEN,ドラッグストアモリ 防府新田店,pharmacy,drugstore,way/1228233757,"{""amenity"": ""pharmacy"", ""building"": ""yes"", ""healthcare"": ""pharmacy"", ""name"": ""ドラッグストアモリ 防府新田店 2023年12月23日OPEN""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,corrected,同名店舗の公式案内で取扱商品と店舗名を確認し、ドラッグストアへ分類を修正、名称に混入した開店告知を除きました。点と建物の重複候補は未統合です。位置・入口・現在の営業は未確認です。,https://www.doramori.co.jp/store/12209.html/
osm-way-202664935,ドラッグセガミ,ドラッグセガミ,pharmacy,pharmacy,way/202664935,"{""amenity"": ""pharmacy"", ""building"": ""yes"", ""dispensing"": ""no"", ""name"": ""ドラッグセガミ"", ""source"": ""GSI/KIBAN 2500; NARO"", ""source_ref"": ""http://wiki.osm.org/wiki/GSI_KIBAN""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,pending,山口湯田店の閉店情報が照合候補として見つかりましたが、支店名のない原本と公式の旧店舗・閉店資料との対応を確定できませんでした。店舗名や分類を推測で変更せず保留しています。,https://kaiten-heiten.com/drug-segami-yamaguchiyuta/
osm-way-297142744,イオンモール,イオン防府店,mall,mall,way/297142744,"{""addr:block_number"": ""3"", ""addr:city"": ""防府市"", ""addr:country"": ""JP"", ""addr:neighbourhood"": ""1"", ""addr:postcode"": ""747-0802"", ""addr:province"": ""山口県"", ""addr:quarter"": ""中央町"", ""branch"": ""防府"", ""branch:en"": ""Hofu"", ""brand"": ""イオン"", ""brand:en"": ""AEON"", ""building"": ""retail"", ""name"": ""イオン防府店"", ""name:en"": ""AEON Mall"", ""name:ja"": ""イオンモール"", ""phone"": ""+81 835 24 5721"", ""shop"": ""mall"", ""source"": ""GSI/KIBAN 2500;NARO"", ""source_ref"": ""http://wiki.osm.org/wiki/GSI_KIBAN"", ""website"": ""https://www.aeon.com/store/%E3%82%A4%E3%82%AA%E3%83%B3/%E3%82%A4%E3%82%AA%E3%83%B3%E9%98%B2%E5%BA%9C%E5%BA%97/"", ""wikidata"": ""Q11286329"", ""wikipedia"": ""ja:イオン防府店""}",nameとname:jaが異なる（翻訳・別名か誤記かは未確定）,corrected,原本の住所・電話番号・公式URLと、イオン公式の「イオン防府店」および館内専門店案内が一致します。名称を「イオン防府店」に修正し、商業施設分類を維持しました。建物範囲・入口位置は未確認です。,https://www.aeon.com/store/イオン/イオン防府店/shop_info/specialty_store/
osm-way-305489114,ABC Mart,ABC Mart,mall,mall,way/305489114,"{""branch"": ""下松店"", ""building"": ""shop"", ""name"": ""サンリブ"", ""name:ja"": ""ABC Mart"", ""name:vi"": ""Siêu thị ABC"", ""shop"": ""department_store""}",nameとname:jaが異なる（翻訳・別名か誤記かは未確定）,pending,サンリブ公式で下松店と所在地を確認しましたが、原本にはサンリブとABC Martの名称が混在します。保存原本だけでは建物とテナントの範囲を特定できず、名称・分類・両IDを維持しています。,https://www.sunlive.co.jp/shop/サンリブ下松/
osm-way-353411446,ウォンツ 宇部新川店,ウォンツ 宇部新川店,pharmacy,drugstore,way/353411446,"{""amenity"": ""pharmacy"", ""branch"": ""宇部新川店"", ""building"": ""shop"", ""healthcare"": ""pharmacy"", ""name"": ""ウォンツ 宇部新川店"", ""source"": ""Bing""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,corrected,ウォンツ宇部新川店の公式住所・地図代表点と医薬品・食品・化粧品・日用品の取扱いを確認し、ドラッグストアへ修正しました。入口位置・建物範囲は未確認です。,https://shop.tsuruha-g.com/3663
osm-way-405833069,コスモス,コスモス,supermarket,drugstore,way/405833069,"{""amenity"": ""pharmacy"", ""building"": ""retail"", ""name"": ""コスモス"", ""shop"": ""supermarket""}",OSM分類タグが複数の分類を示す;ドラッグストアを示唆する名称だが店舗種別の確認が必要,corrected,コスモス大内店の公式住所・地図代表点と照合しました。公式店舗データで医薬品・化粧品・日用品・食品の取扱いと調剤なしを確認し、競合する原本タグのスーパー分類をドラッグストアへ修正しました。入口位置・建物範囲は未確認です。,https://www.cosmospc.co.jp/shop/chugoku/yamaguchi/91404.html
osm-way-405983078,ウォンツ 山口熊野店,ウォンツ 山口熊野店,pharmacy,drugstore,way/405983078,"{""addr:block_number"": ""20"", ""addr:city"": ""山口市"", ""addr:neighbourhood"": ""熊野町5"", ""addr:postcode"": ""753-0077"", ""addr:province"": ""山口県"", ""amenity"": ""pharmacy"", ""building"": ""yes"", ""healthcare"": ""pharmacy"", ""name"": ""ウォンツ 山口熊野店"", ""name:en"": ""Wants Yamaguchi Kumano"", ""name:ja"": ""ウォンツ 山口熊野店"", ""opening_hours"": ""Mo-Su 09:00-22:00"", ""phone"": ""+81 83 941 5761"", ""service"": ""retail""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,corrected,ウォンツ山口熊野店の公式住所・電話番号が原本と一致し、公式地図代表点と取扱商品も照合しました。ドラッグストアへ修正しました。入口位置・建物範囲は未確認です。,https://shop.tsuruha-g.com/3938
osm-way-425596518,クスリ岩崎チェーン　山口北店,クスリ岩崎チェーン　山口北店,pharmacy,drugstore,way/425596518,"{""addr:city"": ""山口市"", ""addr:housenumber"": ""2310"", ""addr:neighbourhood"": ""2"", ""addr:postcode"": ""7530021"", ""addr:province"": ""山口県"", ""addr:quarter"": ""桜畠"", ""amenity"": ""pharmacy"", ""building"": ""yes"", ""name"": ""クスリ岩崎チェーン　山口北店"", ""opening_hours"": ""09:30-21:00""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,corrected,クスリ岩崎チェーン山口北店の公式店舗名・所在地・地図代表点と照合し、ドラッグストアへ修正しました。入口位置・建物範囲・調剤窓口は未確認です。,https://www.matsukiyococokara-online.com/map/?kid=20002846
osm-way-425751686,クスリ岩崎チェーン田布施店,クスリ岩崎チェーン田布施店,pharmacy,drugstore,way/425751686,"{""amenity"": ""pharmacy"", ""building"": ""yes"", ""name"": ""クスリ岩崎チェーン田布施店""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,corrected,クスリ岩崎チェーン田布施店の公式店舗名・所在地・地図代表点と照合し、ドラッグストアへ修正しました。入口位置・建物範囲・調剤窓口は未確認です。,https://www.matsukiyococokara-online.com/map/?kid=20002842
osm-way-465881161,ウォンツ山口大内御堀店,ウォンツ山口大内御堀店,pharmacy,reference,way/465881161,"{""amenity"": ""pharmacy"", ""building"": ""yes"", ""name"": ""ウォンツ山口大内御堀店""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,out_of_scope,ウォンツ公式が山口大内店の閉店を2025年12月31日付で案内しています。大内御堀の店舗資料と照合し、旧位置を現店舗として表示しないよう参考記録に変更しました。ID・名称・位置は維持しています。,https://www.wants.co.jp/news/close_3695/
osm-way-466029165,ドラッグコスモス,ドラッグコスモス,pharmacy,drugstore,way/466029165,"{""amenity"": ""pharmacy"", ""building"": ""yes"", ""name"": ""ドラッグコスモス""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,corrected,コスモス平川店の公式住所・地図代表点と照合し、ドラッグストアへ修正しました。公式店舗データで医薬品・化粧品・日用品・食品の取扱いと調剤なしを確認しました。入口位置・建物範囲は未確認です。,https://www.cosmospc.co.jp/shop/chugoku/yamaguchi/96171.html
osm-way-486918961,クスリ岩崎チェーン 下関武久店,クスリ岩崎チェーン 下関武久店,pharmacy,drugstore,way/486918961,"{""amenity"": ""pharmacy"", ""building"": ""yes"", ""healthcare"": ""pharmacy"", ""name"": ""クスリ岩崎チェーン 下関武久店""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,corrected,クスリ岩崎チェーン下関武久店の公式店舗名・所在地・地図代表点と照合し、ドラッグストアへ修正しました。入口位置・建物範囲・調剤窓口は未確認です。,https://www.matsukiyococokara-online.com/map/?kid=20002870
osm-way-549063054,ローソン,ローソン,convenience,convenience,way/549063054,"{""addr:block_number"": ""佐山1254-1"", ""addr:city"": ""山口市"", ""addr:postcode"": ""7540894"", ""addr:province"": ""山口県"", ""brand"": ""ローソン"", ""brand:en"": ""LAWSON"", ""brand:ja"": ""ローソン"", ""brand:wikidata"": ""Q1557223"", ""brand:wikipedia"": ""ja:ローソン"", ""building"": ""yes"", ""name"": ""ローソン　山口佐山店"", ""name:en"": ""Lawson"", ""name:ja"": ""ローソン"", ""shop"": ""convenience"", ""source"": ""GSImaps/ort""}",nameとname:jaが異なる（翻訳・別名か誤記かは未確定）,retained,原本のnameとname:jaは支店名の有無・表記の差。分類タグは一致し、長い名称もsearch_namesに残っているため今回は変更不要。店舗の公式照合を意味しない。,
osm-way-571604485,サンキュードラッグ 上田中町薬局,サンキュードラッグ 上田中町薬局,pharmacy,pharmacy,way/571604485,"{""amenity"": ""pharmacy"", ""building"": ""yes"", ""dispensing"": ""yes"", ""healthcare"": ""pharmacy"", ""name"": ""サンキュードラッグ 上田中町薬局""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,retained,サンキュードラッグ公式は上田中町薬局にドラッグストアと調剤の両窓口を案内しています。原本が薬局名と薬局分類を持つため、薬局分類を維持します。併設店舗全体への変更や別レコードとの統合はしていません。,https://www.drug39.co.jp/store_info/shimonosekishi/entry-220.html
osm-way-579745077,Ｒｙｕ接骨院,Ｒｙｕ接骨院,clinic,reference,way/579745077,"{""amenity"": ""doctors"", ""building"": ""yes"", ""healthcare"": ""doctor"", ""name"": ""Ｒｙｕ接骨院""}",人の医科・歯科の分類と施設名が不整合の可能性,pending,光市のRyu接骨院公式は浅江1723-1を案内しています。原本は光市付近ですが、同住所を示す補助地図の代表点とは約210m離れ、移転・位置誤差の対応が未確定です。参考記録を維持しています。,https://www.ryusekkotsuin.com/
osm-way-600969423,サンキュードラッグ,サンキュードラッグ,pharmacy,pharmacy,way/600969423,"{""amenity"": ""pharmacy"", ""branch"": ""新椋野薬局"", ""building"": ""yes"", ""dispensing"": ""yes"", ""healthcare"": ""pharmacy"", ""name"": ""サンキュードラッグ""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,pending,近傍候補のサンキュードラッグ新椋野薬局は、公式案内でドラッグと調剤を併設しています。原本に支店名がなく、建物全体か調剤窓口かを確定できないため、薬局分類を保留しています。,https://www.drug39.co.jp/store_info/shimonosekishi/entry-216.html
osm-way-613971823,ココカラファイン 下関生野店,ココカラファイン 下関生野店,pharmacy,pharmacy,way/613971823,"{""addr:city"": ""下関市"", ""addr:housenumber"": ""29-5"", ""addr:neighbourhood"": ""2丁目"", ""addr:postcode"": ""7510832"", ""addr:province"": ""山口県"", ""addr:quarter"": ""生野町"", ""amenity"": ""pharmacy"", ""building"": ""yes"", ""dispensing"": ""no"", ""healthcare"": ""pharmacy"", ""name"": ""ココカラファイン 下関生野店""}",ドラッグストアを示唆する名称だが店舗種別の確認が必要,pending,下関生野店の過去の公的店舗一覧は確認できましたが、現行公式店舗案内との対応を確定できていません。関連する売場の閉店情報だけで本体店舗の閉店や改称を断定せず、分類を保留しています。,https://www.re-style.env.go.jp/img/3r-campaign/2021/pdf/cocokara.pdf
osm-way-862156891,ファミリーマート,ファミリーマート,convenience,convenience,way/862156891,"{""addr:block_number"": ""524-1"", ""addr:city"": ""宇部市"", ""addr:postcode"": ""7590204"", ""addr:province"": ""山口県"", ""addr:quarter"": ""妻崎開作"", ""brand"": ""ファミリーマート"", ""brand:en"": ""FamilyMart"", ""brand:ja"": ""ファミリーマート"", ""brand:wikidata"": ""Q1191685"", ""brand:wikipedia"": ""en:FamilyMart"", ""building"": ""yes"", ""name"": ""ファミリーマート宇部妻崎開作店"", ""name:en"": ""FamilyMart"", ""name:ja"": ""ファミリーマート"", ""opening_hours"": ""24/7"", ""operator"": ""ファミリーマート"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""shop"": ""convenience""}",nameとname:jaが異なる（翻訳・別名か誤記かは未確定）,retained,原本のnameとname:jaは支店名の有無・表記の差。分類タグは一致し、長い名称もsearch_namesに残っているため今回は変更不要。店舗の公式照合を意味しない。,
osm-way-862156921,セブン-イレブン,セブン-イレブン,convenience,convenience,way/862156921,"{""brand"": ""セブン-イレブン"", ""brand:en"": ""7-Eleven"", ""brand:ja"": ""セブン-イレブン"", ""brand:wikidata"": ""Q259340"", ""brand:wikipedia"": ""en:7-Eleven"", ""building"": ""yes"", ""name"": ""セブン-イレブン宇部黒石店"", ""name:en"": ""7-Eleven"", ""name:ja"": ""セブン-イレブン"", ""official_name:en"": ""Seven-Eleven"", ""shop"": ""convenience""}",nameとname:jaが異なる（翻訳・別名か誤記かは未確定）,retained,原本のnameとname:jaは支店名の有無・表記の差。分類タグは一致し、長い名称もsearch_namesに残っているため今回は変更不要。店舗の公式照合を意味しない。,
