都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,介護サービス事業所名称,介護サービス事業所名称_カナ,実施サービス,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,備考
山口県,,山口県,,社会福祉法人岩国市社会福祉協議会社協ヘルパーセンター周東,シャカイフクシホウジンイワクニシシャカイフクシキョウギカイシャキョウヘルパーセンターシュウトウ,訪問介護,岩国市周東町下久原626－8,,34.090099,132.057373,0827-83-1633,,0827-84-4911,,社会福祉法人岩国市社会福祉協議会,3570801070,,,,,
山口県,,山口県,,社会福祉法人岩国市社会福祉協議会社協ヘルパーセンター由宇,シャカイフクシホウジンイワクニシシャカイフクシキョウギカイシャキョウヘルパーセンターユウ,訪問介護,岩国市由宇町中央1－8－35,,34.046528,132.211594,0827-63-3022,,0827-63-3544,,社会福祉法人岩国市社会福祉協議会,3570801104,,,,,
山口県,,山口県,,サンキ・ウエルビィ介護センター岩国,サンキ・ウエルビィカイゴセンターイワクニ,訪問介護,岩国市牛野谷町2－16－32　2階,,34.15612,132.197083,0827-28-5367,,0827-28-5378,,サンキ・ウエルビィ株式会社,3570801401,,,,,
山口県,,山口県,,縁介護支援事業所ヘルパーチーム,ユカリカイゴシエンジギョウショヘルパー,訪問介護,岩国市平田5－50－14,,34.141201,132.193192,0827-28-1183,,0827-28-1184,,合同会社 縁,3570801468,,,,,
山口県,,山口県,,玖珂地方養護老人ホーム久楽荘指定訪問介護事業所,クガチホウヨウゴロウジンホームキュウラクソウシテイホウモンカイゴジギョウショ,訪問介護,岩国市玖珂町6382,,34.100464,132.092773,0827-82-2129,,0827-82-2773,,玖珂地方老人福祉施設組合,3570801567,,,,,
山口県,,山口県,,訪問介護ステーションあゆみ,ホウモンカイゴステーションアユミ,訪問介護,岩国市玖珂町4999－1,,34.100464,132.092773,0827-28-5228,,0827-28-5126,,株式会社 Ｆｏｒｅｓｔ,3570801682,,,,,
山口県,,山口県,,玖珂地方養護老人ホーム松風荘指定訪問介護事業所,クガチホウヨウゴロウジンホームショウフウソウシテイホウモンカイゴジギョウショ,訪問介護,岩国市本郷町本郷2090,,34.290527,132.043274,0827-75-2104,,0827-75-2856,,玖珂地方老人福祉施設組合,3570801781,,,,,
山口県,,山口県,,ヘルパーステーション なでしこ,ヘルパーステーション ナデシコ,訪問介護,岩国市玖珂町1011－4,,34.100464,132.092773,0827-81-0525,,0827-81-0625,,有限会社 にこにこ苑,3570801815,,,,,
山口県,,山口県,,ふくしサービスセンターいろは,フクシサービスセンターイロハ,訪問介護,岩国市錦見8－23－1,,34.16198,132.201996,0827-35-4327,,0827-35-4328,,社会福祉法人グリーンコープ,3570801856,,,,,
山口県,,山口県,,玖西ヘルパーステーション,クニシヘルパーステーション,訪問介護,岩国市玖珂町581－6,,34.100464,132.092773,0827-28-4188,,0827-82-7718,,合同会社玖西介護保険相談所,3570801898,,,,,
山口県,,山口県,,コパン,コパン,訪問介護,岩国市横山3－4－10,,34.173286,132.177505,0827-43-1358,,0827-28-2808,,コパンの森株式会社,3570801914,,,,,
山口県,,山口県,,ヘルパーステーションわたなべ,ヘルパーステーションワタナベ,訪問介護,岩国市麻里布町5－3－8,,34.173931,132.223831,0827-24-5188,,0827-29-1165,,有限会社 渡辺薬局,3570801948,,,,,
山口県,,山口県,,ヘルパーステーションさくらんぼ,ヘルパーステーションサクランボ,訪問介護,岩国市室の木町1－1－50,,34.172237,132.213684,0827-29-5360,,0827-29-5325,,医療法人新生会,3570801955,,,,,
山口県,,山口県,,訪問介護サービスことり,ホウモンカイゴサービスコトリ,訪問介護,岩国市麻里布町5－15－27,,34.175346,132.222778,0827-35-5445,,0827-35-5444,,株式会社 もういちど,3570801971,,,,,
山口県,,山口県,,訪問介護のびのび,ホウモンカイゴノビノビ,訪問介護,岩国市周東町下久原1260,,34.090706,132.051086,0827-84-5055,,0827-84-5056,,株式会社ジェントルライフ,3570802177,,,,,
山口県,,山口県,,訪問介護サービス つぼみ,ホウモンカイゴサービス ツボミ,訪問介護,岩国市南岩国町1－17－10村中アパートＢ201号,,34.135208,132.204208,0827-32-1239,,0827-93-2051,,株式会社Ｕ－ＺＡＫ,3570802185,,,,,
山口県,,山口県,,株式会社メディス玖珂営業所,カブシキガイシャメディスクガエイギョウショ,訪問介護,岩国市玖珂町11361－101号,,34.100464,132.092773,0827-81-0161,,0827-81-0162,,株式会社 メディス,3570802201,,,,,
山口県,,山口県,,訪問介護事業所なでしこ岩国,ホウモンカイゴジギョウショナデシコイワクニ,訪問介護,岩国市柱野832－1,,34.13118,132.15062,0827-45-1355,,0827-45-1356,,株式会社ハートリンクケア,3570802227,,,,,
山口県,,山口県,,訪問ステーションてとてと岩国,ホウモンステーションテトテトイワクニ,訪問介護,岩国市御庄4－106－7,,34.169209,132.15654,0827-28-6360,,0827-28-6361,,株式会社 メディス,3560890109,,,,,
山口県,,山口県,,訪問介護事業所 笑顔,ホウモンカイゴジギョウショ エガオ,訪問介護,岩国市御庄1－107－6,,34.16581,132.148956,0827-28-6668,,0827-28-6880,,有限会社 正栄福祉会,3570802250,,,,,
山口県,,山口県,,訪問介護ステーション無花果（Ｍｕｋａｋａ）,ホウモンカイゴステーションムカカ（Ｍｕｋａｋａ）,訪問介護,岩国市牛野谷町1－5－25,,34.15707,132.193268,0827-31-9887,,0827-31-1787,,株式会社 Ｌａ．Ｆｉｇｕｅ,3570802268,,,,,
山口県,,山口県,,ヘルパーステーション千樹の杜,ヘルパーステーションセンジュノモリ,訪問介護,岩国市周東町下久原蔵本2580－2,,34.096893,132.045563,0827-84-5555,,0827-28-5540,,株式会社キヨトキ,3570802300,,,,,
山口県,,山口県,,ニチイケアセンター玖珂,ニチイケアセンタークガ,訪問介護,岩国市玖珂町505－1桃園マンション1－1,,34.100464,132.092773,0827-81-1780,,0827-82-4848,,株式会社ニチイ学館,3570802334,,,,,
山口県,,山口県,,訪問介護ステーション愛花～ａｉｋａ,ホウモンカイゴステーションアイカ～ａｉｋａ,訪問介護,岩国市黒磯町2－25－5－1,,34.107635,132.196991,0827-35-6122,,0827-35-6158,,合同会社ハレノヒ,3570802391,,,,,
山口県,,山口県,,訪問介護ステーションいちご,ホウモンカイゴステーションイチゴ,訪問介護,岩国市保津町2－4－50,,34.08313,132.20903,0827-35-4315,,0827-35-4315,,ハッピーライフケア株式会社,3570802417,,,,,
山口県,,山口県,,株式会社一期一会,カブシキガイシャイチゴイチエ,訪問介護,岩国市周東町下久原441－1－Ｄ201,,34.090427,132.062637,0827-28-5928,,0827-28-5928,,株式会社一期一会,3570802458,,,,,
山口県,,山口県,,ふくろうの会,フクロウノカイ,訪問介護,岩国市元町4－9－16,,34.170773,132.230972,0827-69-1392,,0827-69-1392,,合同会社ｂｉｒｄｎｅｓｔ,3570802466,,,,,
山口県,,山口県,,訪問介護事業所にじいろ,ホウモンカイゴジギョウショニジイロ,訪問介護,岩国市御庄3－102－8,,34.168026,132.15387,0827-46-0885,,0827-46-0885,,株式会社わくわくかんぱにー,3570802474,,,,,
山口県,,山口県,,わきあいあい苑ホームヘルパーステーション,ワキアイアイエンホームヘルパーステーション,訪問介護,玖珂郡和木町瀬田4－1－1,,34.194065,132.225128,0827-54-0345,,0827-52-0055,,社会福祉法人 和木三志会,3577200201,,,,,
山口県,,山口県,,ニチイケアセンター柳井,ニチイケアセンターヤナイ,訪問介護,柳井市南町1－9－1　重村ビル3Ｆ3号,,33.965199,132.102112,0820-24-2181,,0820-24-2182,,株式会社ニチイ学館,3571200090,,,,,
山口県,,山口県,,ニチイケアセンター大畠,ニチイケアセンターオオバタケ,訪問介護,柳井市神代2983－2,,33.980316,132.183746,0820-45-5538,,0820-45-3630,,株式会社ニチイ学館,3577200730,,,,,
山口県,,山口県,,社会福祉法人柳井市社会福祉協議会指定訪問介護事業所,シャカイフクシホウジンヤナイシシャカイフクシキョウギカイシテイホウモンカイゴジギョウショ,訪問介護,柳井市南町3－9－2,,33.963169,132.102631,0820-22-3870,,0820-23-1107,,社会福祉法人柳井市社会福祉協議会,3571200454,,,,,
山口県,,山口県,,指定訪問介護事業所 あそか,シテイホウモンカイゴジギョウショ アソカ,訪問介護,柳井市日積3213,,34.00214,132.161804,0820-28-5015,,0820-28-5016,,社会福祉法人 最勝会,3571200546,,,,,
山口県,,山口県,,サンキ・ウエルビィ介護センター柳井,サンキ・ウエルビィカイゴセンターヤナイ,訪問介護,柳井市柳井1010－1,,33.961246,132.129623,0820-24-1064,,0820-24-1065,,サンキ・ウエルビィ株式会社,3571200579,,,,,
山口県,,山口県,,わたぼうしヘルパーステーション,ワタボウシヘルパーステーション,訪問介護,柳井市柳井4920－2,,33.972912,132.097061,0820-25-3710,,0820-23-6235,,有限会社わたぼうし,3571200595,,,,,
山口県,,山口県,,ゆうわ苑ヘルパーステーション,ユウワエンヘルパーステーション,訪問介護,柳井市伊保庄近長浜1－4,,33.930088,132.116165,0820-27-6001,,0820-27-0800,,社会福祉法人 恒和会,3571200611,,,,,
山口県,,山口県,,ヘルパーステーションＡＳＯＫＡやない,ヘルパーステーションＡＳＯＫＡヤナイ,訪問介護,柳井市柳井4896－1,,33.971848,132.09964,0820-25-3604,,0820-25-3605,,社会福祉法人 最勝会,3571200702,,,,,
山口県,,山口県,,株式会社やないきたヘルパーステーション,カブシキガイシャヤナイキタヘルパーステーション,訪問介護,柳井市柳井11053－10,,33.983452,132.112854,0820-22-2728,,0820-23-0700,,株式会社やないきた,3571200777,,,,,
山口県,,山口県,,訪問介護縁むすび,ホウモンカイゴエンムスビ,訪問介護,柳井市南町2－7－30奥原第一ビル1階北,,33.964481,132.105591,0820-25-1772,,0820-25-0772,,合同会社Ｏｎｅらいふ,3571200801,,,,,
山口県,,山口県,,有限会社しらき,ユウゲンガイシャシラキ,訪問介護,大島郡周防大島町西方14,,33.885509,132.357452,0820-78-2626,,0820-78-2727,,有限会社 しらき,3577100310,,,,,
山口県,,山口県,,訪問介護ステーションのんた,ホウモンカイゴステーションノンタ,訪問介護,大島郡周防大島町久賀5123－4,,33.937672,132.266953,0820-79-0655,,0820-72-2513,,特定非営利活動法人 海祐会,3577100351,,,,,
山口県,,山口県,,周防大島町社協 訪問介護東部事業所,スオウオオシマチョウシャキョウ ホウモンカイゴトウブジギョウショ,訪問介護,大島郡周防大島町日前1932－32,,33.923691,132.291138,0820-73-0070,,0820-73-0071,,社会福祉法人 周防大島町社会福祉協議会,3577100443,,,,,
山口県,,山口県,,周防大島町社協 訪問介護西部事業所,スオウオオシマチョウシャキョウ ホウモンカイゴセイブジギョウショ,訪問介護,大島郡周防大島町小松125－2,,33.928932,132.19101,0820-74-5500,,0820-74-3622,,社会福祉法人 周防大島町社会福祉協議会,3577100450,,,,,
山口県,,山口県,,訪問介護ステーションなないろ,ホウモンカイゴステーションナナイロ,訪問介護,大島郡周防大島町小松91－4,,33.93969,132.193604,0820-79-2225,,0820-79-2226,,医療法人おかはら会,3577100732,,,,,
山口県,,山口県,,ヘルパーステーション松福,ヘルパーステーションマツフク,訪問介護,大島郡周防大島町小松開作1280　Ａ－1－2,,33.927032,132.183029,0820-74-5539,,0820-74-1985,,合同会社松福,3577100807,,,,,
山口県,,山口県,,上関町ヘルパーステーション,カミノセキチョウヘルパーステーション,訪問介護,熊毛郡上関町長島1561－1,,33.82235,132.078217,0820-65-5117,,0820-65-0566,,社会福祉法人 上関福祉会,3577300233,,,,,
山口県,,山口県,,たぶせ苑指定訪問介護事業所,タブセエンシテイホウモンカイゴジギョウショ,訪問介護,熊毛郡田布施町宿井406,,33.965446,132.027832,0820-53-1293,,0820-53-2940,,社会福祉法人 施福会,3577300225,,,,,
山口県,,山口県,,訪問介護ステーション ブリスケア田布施,ホウモンカイゴステーション ブリスケアタブセ,訪問介護,熊毛郡田布施町波野433－1,,33.969086,132.042664,0820-52-6660,,0820-52-6677,,株式会社ブリスホーム,3577300704,,,,,
山口県,,山口県,,ニチイケアセンター田布施,ニチイケアセンタータブセ,訪問介護,熊毛郡田布施町下田布施3543－8,,33.95153,132.040787,0820-51-0950,,0820-53-5233,,株式会社ニチイ学館,3577300845,,,,,
山口県,,山口県,,平生町社会福祉協議会,ヒラオチョウシャカイフクシキョウギカイ,訪問介護,熊毛郡平生町平生村618－2,,33.945328,132.07637,0820-56-8200,,0820-56-8220,,社会福祉法人 平生町社会福祉協議会,3577300027,,,,,
山口県,,山口県,,ながやす介護ステーション,ナガヤスカイゴステーション,訪問介護,熊毛郡平生町平生村862－2,,33.943233,132.072586,0820-56-7890,,0820-56-6556,,有限会社 長安工業,3577300043,,,,,
山口県,,山口県,,社会福祉法人幸寿会ヘルパーステーションサンガーデン,シャカイフクシホウジンコウジュカイヘルパーステーションサンガーデン,訪問介護,熊毛郡平生町平生町5－17,,33.932762,132.069275,0820-56-5330,,0820-56-6363,,社会福祉法人 幸寿会,3577300548,,,,,
山口県,,山口県,,ことぶき訪問介護事業所,コトブキホウモンカイゴジギョウショ,訪問介護,熊毛郡平生町曽根10126－2,,33.9217,132.070984,0820-56-7335,,0820-56-1052,,社会福祉法人 うちうみ会,3577300563,,,,,
山口県,,山口県,,下松市社会福祉協議会指定訪問介護事業所,クダマツシシャカイフクシキョウギカイシテイホウモンカイゴジギョウショ,訪問介護,下松市西市2－10－16,,34.014011,131.873764,0833-41-2242,,0833-41-2330,,社会福祉法人 下松市社会福祉協議会,3570700074,,,,,
山口県,,山口県,,さくら苑ホームヘルプサービス,サクラエンホームヘルプサービス,訪問介護,下松市瑞穂町2－21－1,,34.024117,131.851822,0833-44-4515,,0833-44-4516,,医療法人社団 二三会,3570700108,,,,,
山口県,,山口県,,サンキ・ウエルビィ介護センター下松,サンキ・ウエルビィカイゴセンタークダマツ,訪問介護,下松市西豊井915－1,,34.013798,131.870422,0833-48-1235,,0833-48-1236,,サンキ・ウエルビィ株式会社,3570700330,,,,,
山口県,,山口県,,きくやヘルパーステーション,キクヤヘルパーステーション,訪問介護,下松市中島町2－1－50,,34.017719,131.86264,0833-45-1165,,0833-45-1112,,株式会社Ｍ．Ｃ．Ｓ．,3570700397,,,,,
山口県,,山口県,,ニチイケアセンター下松,ニチイケアセンタークダマツ,訪問介護,下松市せせらぎ町1－2－31,,34.014999,131.870285,0833-48-1080,,0833-48-1081,,株式会社 ニチイ学館,3570700454,,,,,
山口県,,山口県,,訪問介護 友遊,ホウモンカイゴ　ユウユウ,訪問介護,下松市河内中戸原1897,,34.012997,131.897705,0833-45-6501,,0833-43-6581,,有限会社 誠心会,3570700637,,,,,
山口県,,山口県,,訪問介護ステーション ブリスケア,ホウモンカイゴステーション ブリスケア,訪問介護,下松市望町1－11－28,,34.027889,131.861099,0833-48-1088,,0833-48-1089,,株式会社ブリスホーム,3570700652,,,,,
山口県,,山口県,,ヘルパーステーションねがい星,ヘルパーステーションネガイボシ,訪問介護,下松市東陽6－1－3,,34.031921,131.91394,0833-46-0015,,0833-46-0030,,株式会社ハーモニーケア,3570700843,,,,,
山口県,,山口県,,訪問介護事業所であい,ホウモンカイゴジギョウショデアイ,訪問介護,下松市河内1048－1,,34.012997,131.897705,0833-47-0001,,0833-47-0053,,医療法人創黎会,3570700900,,,,,
山口県,,山口県,,ヘルパーステーションＳａｎｋｏ,ヘルパーステーションＳａｎｋｏ,訪問介護,下松市瑞穂町4－16－16,,34.025043,131.846848,0833-48-8882,,0833-41-8200,,株式会社 Ｍ．Ｃ．Ｓ．,3570700975,,,,,
山口県,,山口県,,ＪＡ訪問介護ふれあい下松,ＪＡホウモンカイゴフレアイクダマツ,訪問介護,下松市河内1933－1,,34.021362,131.885986,0833-43-6620,,0833-43-6650,,ＪＡ協同サポート山口株式会社,3570700991,,,,,
山口県,,山口県,,指定訪問介護事業所げんき,シテイホウモンカイゴジギョウショゲンキ,訪問介護,下松市西豊井1655－3,,34.018143,131.875214,0833-45-2200,,0833-45-2300,,株式会社つむぎ,3570701072,,,,,
山口県,,山口県,,訪問介護ステーションきょうとも,ホウモンカイゴステーションキョウトモ,訪問介護,下松市望町1－10－1,,34.027782,131.861771,0833-48-8633,,0833-48-6378,,株式会社ＫｙｏＴｏｍｏ,3570701189,,,,,
山口県,,山口県,,松寿苑ホームヘルパーステーション,ショウジュエンホームヘルパーステーション,訪問介護,下松市来巻944－1,,34.014561,131.923477,0833-47-0753,,0833-47-1229,,社会福祉法人 幸洋福祉会,3570701205,,,,,
山口県,,山口県,,えむ訪問介護事業所,エムホウモンカイゴジギョウショ,訪問介護,下松市古川町4－4－12ゆうきビル3Ｆ,,34.005859,131.87085,0833-44-9830,,0833-48-8652,,エムケア株式会社,3571501893,,,,,
山口県,,山口県,,ニチイケアセンター光,ニチイケアセンターヒカリ,訪問介護,光市木園1－5－32,,33.978184,131.929779,0833-74-2888,,0833-74-2891,,株式会社 ニチイ学館,3571000177,,,,,
山口県,,山口県,,光富士白苑訪問介護事業所,ヒカリフジシロエンホウモンカイゴジギョウショ,訪問介護,光市虹ヶ浜2－5－12,,33.96899,131.918381,0833-72-6013,,0833-72-6068,,社会福祉法人 光富士白苑,3571000201,,,,,
山口県,,山口県,,ヘルパーステーションおりづる,ヘルパーステーションオリヅル,訪問介護,光市三井6－15－5,,33.989334,131.954361,0833-76-1231,,0833-77-4228,,有限会社生活サポーターおりづる,3571000326,,,,,
山口県,,山口県,,社会福祉法人光市社会福祉協議会訪問介護事業所,シャカイフクシホウジンヒカリシシャカイフクシキョウギカイホウモンカイゴジギョウショ,訪問介護,光市光井2－2－1　光市総合福祉センターあいぱーく光内,,33.952576,131.953812,0833-74-3022,,0833-74-3073,,社会福祉法人光市社会福祉協議会,3571000367,,,,,
山口県,,山口県,,ヘルパーステーション周防長養園,ヘルパーステーションスオウチョウヨウエン,訪問介護,光市立野717,,34.008591,131.973251,0833-77-0096,,0833-77-2855,,社会福祉法人慈光会,3571000466,,,,,
山口県,,山口県,,やまびこヘルパーステーション,ヤマビコヘルパーステーション,訪問介護,光市三輪780－2,,33.980217,132.003204,0820-49-3255,,0820-48-6000,,合同会社 やまびこ,3571000656,,,,,
山口県,,山口県,,訪問介護事業所ひだまりの家,ホウモンカイゴジギョウショヒダマリノイエ,訪問介護,光市三井8－6－14,,33.989334,131.958344,0833-76-0182,,0833-76-0183,,株式会社 ひだまりの家,3571000664,,,,,
山口県,,山口県,,訪問介護ステーション幸せます山口,ホウモンカイゴステーションシアワセマスヤマグチ,訪問介護,光市島田2－8－1,,33.973152,131.933273,0833-48-9798,,0833-48-9849,,合同会社ライズフィールド,3571000730,,,,,
山口県,,山口県,,指定訪問介護事業所ほっとはーと,シテイホウモンカイゴジギョウショ ホットハート,訪問介護,光市虹ケ浜1－1－10,,33.973976,131.920197,0833-48-7165,,0833-48-7155,,株式会社Ｓ．Ｋ．Ｇ,3571000854,,,,,
山口県,,山口県,,有限会社 介護舎,ユウゲンガイシャ　カイゴヤ,訪問介護,光市虹ヶ丘4－33－16,,33.978321,131.91037,0833-48-8533,,0833-48-8533,,有限会社 介護舎,3571000896,,,,,
山口県,,山口県,,土屋訪問介護事業所光センター,ツチヤホウモンカイゴジギョウショヒカリセンター,訪問介護,光市光井4－27－27,,33.955299,131.953049,0833-72-3700,,0833-72-2220,,光徳産業株式会社,3571000938,,,,,
山口県,,山口県,,徳山医師会訪問介護事業所,トクヤマイシカイホウモンカイゴジギョウショ,訪問介護,周南市東山町6－28,,34.049595,131.816147,0834-31-6875,,0834-32-9048,,一般社団法人 徳山医師会,3570500169,,,,,
山口県,,山口県,,やすらぎ苑訪問介護事業所,ヤスラギエンホウモンカイゴジギョウショ,訪問介護,周南市湯野158,,34.097805,131.684372,0834-83-3711,,0834-83-3438,,社会福祉法人 仁泉会,3570500235,,,,,
山口県,,山口県,,ニチイケアセンター徳山,ニチイケアセンタートクヤマ,訪問介護,周南市城ケ丘3－15－11,,34.041416,131.841873,0834-39-0461,,0834-39-0463,,株式会社 ニチイ学館,3570500243,,,,,
山口県,,山口県,,サンキ・ウエルビィ介護センター徳山,サンキ・ウエルビィカイゴセンタートクヤマ,訪問介護,周南市五月町7－10,,34.037788,131.828995,0834-27-6057,,0834-27-6095,,サンキ・ウエルビィ株式会社,3570500367,,,,,
山口県,,山口県,,やまなみ荘在宅介護支援センター,ヤマナミソウザイタクカイゴシエンセンター,訪問介護,周南市鹿野上2755－1,,34.253082,131.853287,0834-68-4183,,0834-68-4101,,社会福祉法人 鹿野福祉会,3577400041,,,,,
山口県,,山口県,,あい・周南ケアセンター,アイ・シュウナンケアセンター,訪問介護,周南市秋月1－1－10,,34.054001,131.824753,0834-39-0506,,0834-39-0507,,有限会社 あい,3570500565,,,,,
山口県,,山口県,,友愛園訪問介護事業所,ユウアイエンホウモンカイゴジギョウショ,訪問介護,周南市須々万本郷29－2,,34.112503,131.864151,0834-88-2346,,0834-88-2769,,社会福祉法人 緑山会,3571500085,,,,,
山口県,,山口県,,ニチイケアセンター周南,ニチイケアセンターシュウナン,訪問介護,周南市河東町9－20－Ｂ,,34.046501,131.812469,0834-27-5330,,0834-22-3340,,株式会社 ニチイ学館,3570500417,,,,,
山口県,,山口県,,ニチイケアセンター菊川,ニチイケアセンターキクガワ,訪問介護,周南市下上字向土井644－1,,34.086124,131.778992,0834-61-2800,,0834-61-2811,,株式会社 ニチイ学館,3570500441,,,,,
山口県,,山口県,,訪問介護ステーションつるの恩がえし,ホウモンカイゴステーションツルノオンガエシ,訪問介護,周南市八代1029,,34.094254,131.945099,0833-91-6866,,0833-91-6841,,株式会社わが家,3571500788,,,,,
山口県,,山口県,,訪問介護事業所元気村,ホウモンカイゴジギョウショゲンキムラ,訪問介護,周南市湯野字向山109－22,,34.108093,131.6716,0834-82-0001,,0834-82-0011,,医療法人社団生和会,3571500838,,,,,
山口県,,山口県,,ヘルパーステーションこもれび,ヘルパーステーションコモレビ,訪問介護,周南市城ケ丘4－3536－1,,34.044868,131.844788,0834-33-8788,,0834-34-1812,,エポックワン 有限会社,3571500929,,,,,
山口県,,山口県,,訪問介護事業所なごやか熊毛,ホウモンカイゴジギョウショナゴヤカクマゲ,訪問介護,周南市高水原2－7－27,,34.053696,131.973358,0833-92-0600,,0833-92-0601,,医療法人社団 生和会,3571500937,,,,,
山口県,,山口県,,サンキ・ウエルビィ介護センター新南陽,サンキ・ウエルビィカイゴセンターシンナンヨウ,訪問介護,周南市政所2－7－20,,34.073616,131.768158,0834-34-3260,,0834-63-3336,,サンキ・ウェルビィ株式会社,3571501034,,,,,
山口県,,山口県,,訪問介護事業所 きらきら星,ホウモンカイゴジギョウショ キラキラボシ,訪問介護,周南市川崎3－19－24,,34.07037,131.781601,0834-34-0034,,0834-34-0033,,株式会社ケイエイコーポレーション,3571501182,,,,,
山口県,,山口県,,訪問介護事業所ウェル周南,ホウモンカイゴジギョウショウェルシュウナン,訪問介護,周南市樋口605－1,,34.071499,131.978302,0833-91-1733,,0833-91-3383,,株式会社リエール,3571501265,,,,,
山口県,,山口県,,さわやか訪問介護事業所,サワヤカホウモンカイゴジギョウショ,訪問介護,周南市下上133－18,,34.088493,131.787033,0834-61-0577,,0834-61-0578,,有限会社フジアート,3571501372,,,,,
山口県,,山口県,,ヘルパーステーション つむぐ,ヘルパーステーション ツムグ,訪問介護,周南市周陽2－2－55周南アパート103号室,,34.046692,131.83252,0834-39-6730,,0834-39-6731,,株式会社オールフレンズ山口,3570700983,,,,,
山口県,,山口県,,ＪＡ訪問介護ふれあい新南陽,ＪＡホウモンカイゴフレアイシンナンヨウ,訪問介護,周南市清水1－12－7,,34.070591,131.767365,0834-62-7013,,0834-62-8013,,ＪＡ協同サポート山口株式会社,3571501422,,,,,
山口県,,山口県,,ＪＡ訪問介護ふれあい徳山,ＪＡホウモンカイゴフレアイトクヤマ,訪問介護,周南市徳山5825－8,,34.059551,131.81546,0834-27-2950,,0834-27-2951,,ＪＡ協同サポート山口株式会社,3571501430,,,,,
山口県,,山口県,,訪問介護 湯野温泉,ホウモンカイゴ ユノオンセン,訪問介護,周南市湯野4203－6,,34.094482,131.675171,0834-82-1001,,0834-82-1002,,医療法人 治徳会,3571501547,,,,,
山口県,,山口県,,訪問介護ステーション鹿野博愛,ホウモンカイゴステーションカノハクアイ,訪問介護,周南市鹿野下1161－1,,34.210499,131.825378,0834-68-2233,,0834-68-3522,,医療法人緑山会,3571501596,,,,,
山口県,,山口県,,合同会社 ほっこり,ゴウドウガイシャ ホッコリ,訪問介護,周南市孝田町5－6サニーシックスセンター4号室,,34.047508,131.83667,0834-51-4025,,0834-28-3344,,合同会社 ほっこり,3571501687,,,,,
山口県,,山口県,,訪問介護ステーション ナナイロ,ホウモンカイゴステーション ナナイロ,訪問介護,周南市徳山5529,,34.062962,131.824585,0834-21-2424,,0834-21-2121,,株式会社ネクストウイル,3571501794,,,,,
